cost:RealisticUsageScenario;response time:RealisticUsageScenario;POFOD:RealisticUsageScenario;lower bound confidence(response time:RealisticUsageScenario);upper bound confidence(response time:RealisticUsageScenario);alpha(response time:RealisticUsageScenario);ContinuousProcessingRateDegreeImpl:Server1:CPU;ContinuousProcessingRateDegreeImpl:Server1:HDD;ContinuousProcessingRateDegreeImpl:Server2:CPU;ContinuousProcessingRateDegreeImpl:Server2:HDD;AllocationDegreeImpl:Allocation_Assembly_FileStorage <FileStorage> <FileStorage>;AllocationDegreeImpl:Allocation_Assembly_Packaging <Packaging> <Packaging>;AllocationDegreeImpl:Allocation_Assembly_MediaAccess <MediaAccess> <MediaAccess>;AllocationDegreeImpl:Allocation_Assembly_MediaManagement <MediaManagement> <MediaManagement>;ConcernDegreeImpl:ConcernModel.impl.ConcernImpl@5a632d4f (name: IDS, description: null);AllocationDegreeImpl:ConcernModel.impl.ElementaryConcernComponentImpl@3a6ef6de (name: Detection, description: null);AllocationDegreeImpl:ConcernModel.impl.ElementaryConcernComponentImpl@2a82a996 (name: Analysis, description: null);AllocationDegreeImpl:ConcernModel.impl.ElementaryConcernComponentImpl@6717621e (name: Response, description: null);Util of Server1 CPU;Util of Server1 HDD;Util of Server2 CPU;Util of Server2 HDD;Util of Network LAN;Candidate ID;
142150.1310414401;6.954626936876984;3.793106394478496E-5;0.0;Infinity;0.95;7.174040115092712E9;1.5674114504545906E9;2.1426352876699615E9;1.6403060567976469E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.06383094627468411;0.00871925844579824;0.011386201344553482;NaN;0.1560486747088976;1;
407458.01306251204;5.0125962324200275;3.0352964012547723E-5;0.0;Infinity;0.95;9.280464605237772E9;4.438281126001015E9;9.996736265596361E9;2.1450248402229828E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.005129359366660258;0.003282993915185606;NaN;NaN;0.17422183660290014;4;
247365.7194992878;2.4474078517040496;3.1143071616224205E-5;0.0;Infinity;0.95;9.248200891586147E9;3.243360988700062E9;7.08284707503304E9;5.425100706077117E9;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);0.0023431745128852377;0.004375277476992401;0.06776269729314421;NaN;0.02086170361661066;8;
170747.28536314674;14.379659256401029;3.326813662241079E-5;0.0;Infinity;0.95;4.977690340512884E9;2.2051431098395457E9;6.245462017030232E9;2.074309539641571E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.08748627285100863;NaN;0.0031091216192337123;6.182559142193789E-4;0.2992978704616541;27;
141545.5173765577;8.242426882563034;3.4667886736672315E-5;0.0;Infinity;0.95;4.2289582006478024E9;4.829381687112265E9;5.047409624456043E9;5.390545001245217E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.09674045902859885;NaN;0.008269489289475795;2.3661337574154562E-4;0.15805697539969543;29;
135546.7417997828;14.262441435006014;3.5439296394490505E-5;0.0;Infinity;0.95;5.446101912320583E9;1.4178045924614296E9;3.4303475409982696E9;3.1234108959117683E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);0.08730364870168683;0.009517715376801128;5.522017478498675E-6;NaN;0.3074266066096333;40;
223264.6228869183;7.133164934447983;3.171329660489608E-5;0.0;Infinity;0.95;8.578835444981302E9;3.4693710020227714E9;6.145472747479918E9;3.96644546906827E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.002729952583646056;NaN;0.07009607828010744;3.309780082605407E-4;0.15380117437018748;42;
216331.3741086715;14.821589382807986;3.18240264656211E-5;0.0;Infinity;0.95;6.220959305001899E9;2.475749520229291E8;8.041132302242867E9;3.850564232107115E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);0.00330757642167101;0.055342639399060034;0.058702867776640466;NaN;0.3205049331194513;75;
194651.48084333443;0.25678444365000697;3.058191059546189E-5;0.0;Infinity;0.95;5.409206144639822E8;1.689950200850837E9;4.549178108424979E9;5.066053443373961E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);NaN;NaN;0.009981300689294703;2.7740059848557763E-4;NaN;82;
200663.75675334723;14.392186200354018;3.304976304741025E-5;0.0;Infinity;0.95;9.029808194972513E9;4.383673122952556E9;4.1877755885839686E9;1.2077530663013382E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);2.1288641600669678E-6;NaN;0.11671107252649271;0.0010988353989266342;0.3043534715222823;86;
