cost:RealisticUsageScenario;response time:RealisticUsageScenario;POFOD:RealisticUsageScenario;lower bound confidence(response time:RealisticUsageScenario);upper bound confidence(response time:RealisticUsageScenario);alpha(response time:RealisticUsageScenario);ContinuousProcessingRateDegreeImpl:Server1:CPU;ContinuousProcessingRateDegreeImpl:Server1:HDD;ContinuousProcessingRateDegreeImpl:Server2:CPU;ContinuousProcessingRateDegreeImpl:Server2:HDD;AllocationDegreeImpl:Allocation_Assembly_FileStorage <FileStorage> <FileStorage>;AllocationDegreeImpl:Allocation_Assembly_Packaging <Packaging> <Packaging>;AllocationDegreeImpl:Allocation_Assembly_MediaAccess <MediaAccess> <MediaAccess>;AllocationDegreeImpl:Allocation_Assembly_MediaManagement <MediaManagement> <MediaManagement>;ConcernDegreeImpl:ConcernModel.impl.ConcernImpl@5a632d4f (name: IDS, description: null);AllocationDegreeImpl:ConcernModel.impl.ElementaryConcernComponentImpl@3a6ef6de (name: Detection, description: null);AllocationDegreeImpl:ConcernModel.impl.ElementaryConcernComponentImpl@2a82a996 (name: Analysis, description: null);AllocationDegreeImpl:ConcernModel.impl.ElementaryConcernComponentImpl@6717621e (name: Response, description: null);Util of Server1 CPU;Util of Server1 HDD;Util of Server2 CPU;Util of Server2 HDD;Util of Network LAN;Candidate ID;
274985.094639899;5.753542042097951;5.082717676130333E-5;0.0;Infinity;0.95;9.598057004414452E9;7.561652542077335E8;8.476159715788125E8;5.688438003381723E8;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);0.002397206074158831;NaN;0.023453858040216935;0.022816237609671886;0.1424588977466268;16;
247339.7905214804;4.722258297086956;3.661141436850368E-5;0.0;Infinity;0.95;2.7284684075904274E9;4.556892640903912E9;5.874184293841599E9;3.8899801273106735E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.007764443422610956;0.0030165741339263086;0.00420248246149868;NaN;0.15141863644562548;17;
105212.68178823884;27.841567478287047;3.9956146140607274E-5;0.0;Infinity;0.95;4.885070935867383E9;3.252300846709502E9;1.9691078500152066E9;1.9901460878220062E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.004214221667468321;0.004213748945170792;0.2366672104191574;NaN;0.44528296846668836;18;
256647.6247423406;19.194867712362004;5.164566251580904E-5;0.0;Infinity;0.95;8.279001155879134E8;1.6184890922139552E9;8.395274867234793E9;3.7070744940921307E9;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);2.4101048899383137E-5;NaN;0.005683792568284329;0.003932419306755919;0.44858191661158053;19;
127686.6058398296;7.351026013634018;3.99616462612995E-5;0.0;Infinity;0.95;6.568638683116797E9;1.0361233522801712E7;1.783801706205175E9;3.337798090770004E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.06605487407001698;NaN;0.02406793069166846;3.9127319146514683E-4;0.1621165602713066;20;
170747.28536314674;14.379659256401029;3.326813662241079E-5;0.0;Infinity;0.95;4.977690340512884E9;2.2051431098395457E9;6.245462017030232E9;2.074309539641571E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.08748627285100863;NaN;0.0031091216192337123;6.182559142193789E-4;0.2992978704616541;27;
346546.99419000925;5.035739422018043;3.1873419260919356E-5;0.0;Infinity;0.95;9.843372385986101E9;2.814896380064157E9;5.373093893347849E9;4.172643717896406E9;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.00468988018820371;0.004984342368593131;3.438716973835909E-6;NaN;0.1693346636547688;28;
141545.5173765577;8.242426882563034;3.4667886736672315E-5;0.0;Infinity;0.95;4.2289582006478024E9;4.829381687112265E9;5.047409624456043E9;5.390545001245217E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.09674045902859885;NaN;0.008269489289475795;2.3661337574154562E-4;0.15805697539969543;29;
267376.3362387557;4.837037041752967;4.2003223861608596E-5;0.0;Infinity;0.95;1.4230507593085318E9;4.11199550586104E9;8.515371656608519E9;1.5457604437448477E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.016432150879690743;NaN;0.002299186697881206;8.592276614654004E-4;0.14589790721427864;30;
373323.5598422203;4.747406446788042;3.091843356017865E-5;0.0;Infinity;0.95;9.325515837382423E9;3.90887870828194E9;7.676054818765594E9;1.6566833894856312E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.002204633163940928;0.0034794603320992268;0.0031660870416025944;NaN;0.14807134737957695;31;
131349.26898833126;15.75066174543903;4.115998726561543E-5;0.0;Infinity;0.95;1.5789569011342244E9;3.693172728882594E9;7.017661031421191E9;3.838938692083357E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);0.2782956993581792;NaN;0.006256809303896382;3.477399249867119E-4;0.17329174774752498;38;
158603.52372135612;13.436469254879013;4.363102385263051E-5;0.0;Infinity;0.95;1.255461917793629E9;2.9067732637260647E9;9.15810633029678E9;4.634676548524284E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);1.703413186715519E-5;NaN;0.05909386365411595;3.440434725314745E-4;0.3552908856373993;39;
135546.7417997828;14.262441435006014;3.5439296394490505E-5;0.0;Infinity;0.95;5.446101912320583E9;1.4178045924614296E9;3.4303475409982696E9;3.1234108959117683E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);0.08730364870168683;0.009517715376801128;5.522017478498675E-6;NaN;0.3074266066096333;40;
163326.65669253282;32.07458152476997;5.1776877752485184E-5;0.0;Infinity;0.95;1.5484118798380404E9;4.75941538786337E9;1.453365232997481E9;4.61285634449726E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);1.1450823980463376E-5;NaN;0.029962027521723056;2.826838351082106E-4;0.5606631745289055;41;
223264.6228869183;7.133164934447983;3.171329660489608E-5;0.0;Infinity;0.95;8.578835444981302E9;3.4693710020227714E9;6.145472747479918E9;3.96644546906827E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.002729952583646056;NaN;0.07009607828010744;3.309780082605407E-4;0.15380117437018748;42;
189303.4927136674;24.09039973175896;3.454083333909175E-5;0.0;Infinity;0.95;9.343863206695192E9;2.0892893315190692E9;3.1163696408826323E9;2.116857140941037E10;Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);0.0024172609146835278;0.007039062109772676;0.16392857249124537;NaN;0.47498858302003166;49;
233011.7073186452;18.373716270108023;4.040011593542392E-5;0.0;Infinity;0.95;1.7673435522857983E9;4.649248789388232E9;5.880103602290548E9;2.8255408068624138E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);2.099633723207095E-5;NaN;0.00764971999274755;4.823337657389182E-4;0.420014066860519;50;
138300.98019819116;8.700974173184985;1.1862369926463057E-4;0.0;Infinity;0.95;2.1120012566426042E8;4.699364405990964E9;8.848865220881817E9;4.241464849224955E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.11852032799098178;NaN;0.054315150312591265;3.355966103041341E-4;0.15718354990014838;51;
72087.13770442581;45.21806240005596;2.0585809452466908E-4;0.0;Infinity;0.95;1.085324241403246E8;4.202308239896809E9;4.537276756154729E9;1.3121750513750391E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);0.23043857287617087;NaN;0.10555913096703806;0.0010816193555793774;0.5938946510120113;52;
203026.47258794142;10.333603742811045;4.23046993865972E-5;0.0;Infinity;0.95;1.719832889221247E9;1.85912425554749E9;3.928598616641514E9;4.601291704709141E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);AppSensor (ID: _VYStANVwEeWS-LePWVyd9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);1.1256311807317232E-5;NaN;0.011123236780095858;2.8763979126689154E-4;0.2918142926785178;53;
44337.24426770086;12.220552728909986;5.366291281194702E-5;0.0;Infinity;0.95;1.3417991262260635E9;2.679561278621878E9;1.454017158287327E9;4.574230174464725E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);NaN;NaN;0.3397847514289948;2.97840729098775E-4;0.005651422099586911;60;
141928.63943149583;12.588770285590023;5.290055383311287E-5;0.0;Infinity;0.95;7.83973947685613E8;1.8680234036332018E9;8.517935347747441E9;3.894575740550556E10;Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);ossec_extended (ID: _KsE3sK_GEeaFof9L2wGlaQ);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);Server1 (ID: _t8rcYHlPEeSGtbTG2d9Ipg);Server2 (ID: _dH4W0Lg3EeSNPorBlo7x9g);2.2856261427062208E-5;NaN;0.05304350807038849;3.2948284262190874E-4;0.2933903061240277;61;
