POFOD;cost;response time:BRS_usage_scenario;ContinuousProcessingRateDegreeImpl:server1;ContinuousProcessingRateDegreeImpl:server2;ContinuousProcessingRateDegreeImpl:server3;ContinuousProcessingRateDegreeImpl:server4;ContinuousProcessingRateDegreeImpl:server5;ContinuousProcessingRateDegreeImpl:server6;ContinuousProcessingRateDegreeImpl:server7;ContinuousProcessingRateDegreeImpl:server8;ContinuousProcessingRateDegreeImpl:server9;AssembledComponentDegreeImpl:AC_Webserver;AllocationDegreeImpl:Allocation_AC_Webserver <WebServer>;AllocationDegreeImpl:Allocation_AC_Scheduler <Scheduler>;AllocationDegreeImpl:Allocation_AC_DB <DB>;AllocationDegreeImpl:Allocation_AC_ReportingEngine <ReportingEngine>;AllocationDegreeImpl:Allocation_AC_CacheInfo <CacheInfo>;AllocationDegreeImpl:Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>;AllocationDegreeImpl:Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>;AllocationDegreeImpl:Allocation_AC_UserManagement <UserManagement> <UserManagement>;AllocationDegreeImpl:Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>;Util of server1 CPU;Util of server2 CPU;Util of server3 CPU;Util of server4 CPU;Util of server5 CPU;Util of server6 CPU;Util of server7 CPU;Util of server8 CPU;Util of server9 CPU;
0.00157052613925035;718.7105440905918;4.101758;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;WebServer;server1;server2;server3;server4;server4;server2;server2;server2;server4;0.0449836;0.206536;0.0743181;0.023532;0.0;0.0;0.0;0.0;0.0;
0.001599656057138077;725.5637691688563;4.3094836;9.940004393995917;17.78207290663063;10.487112487284943;17.17577914554048;6.384459071416064;10.592991456534152;19.18254818118764;11.609090080390507;9.568478202537811;WebServer;server9;server8;server5;server5;server9;server3;server9;server8;server3;0.0;0.0;0.106842;0.0;0.13263;0.0;0.0;0.0573557;0.0899665;
0.0015646187067317463;1089.2281465390242;2.9739359000000003;14.898601484606488;12.950473426153147;11.227220721939155;18.211781050643964;9.362445718445654;17.45701116263168;14.376256063818834;11.40271197209619;18.30966698602184;WebServer2;server3;server8;server8;server8;server5;server1;server3;server2;server2;0.0751657;0.016732;0.0543248;0.0;0.0139952;0.0;0.0;0.113723;0.0;
0.001663189503040452;1607.5412483720186;4.1743979;5.903138683916871;7.92818106624843;7.562438398620642;5.944806377298039;9.982439883634909;17.22139651986045;16.988419195257546;18.79720413800606;15.347296662662872;WebServer3;server5;server3;server6;server4;server8;server3;server5;server8;server3;0.0;0.0;0.20763;0.017426;0.0701014;0.0431553;0.0;0.0184585;0.0;
0.0016973114150088398;2659.3587352121276;6.4236042;5.4202359617448606;19.25704775818391;5.944563056549666;17.510477929880583;19.217691562808014;9.08340873723818;10.346626881784665;6.205196433736414;19.99070687592856;WebServer2;server3;server4;server1;server5;server1;server3;server6;server3;server9;0.161263;0.0;0.280054;0.0256804;0.00538876;0.0308093;0.0;0.0;3.54715E-5;
0.0016556977262986994;1378.0506642250357;3.5252554;8.100511661011552;7.849302317828281;16.44151922187698;8.192391853969308;10.561888177215781;14.563325721046361;11.679858106920978;17.32606486244546;14.462511548231362;WebServer2;server1;server3;server1;server7;server1;server9;server2;server5;server7;0.148649;0.0356657;0.0273641;0.0;0.0204478;0.0;0.00893125;0.0;0.0774283;
0.0016133632839586687;1174.9984305439273;3.5953049999999998;11.418510832718338;9.655044941162858;9.28572742162516;14.81003905198862;16.985793920377503;18.153405117648575;7.72576602018073;8.471695756887144;8.650038997444579;WebServer2;server5;server5;server7;server3;server3;server1;server7;server3;server9;0.0980692;0.0;0.0485257;0.0;0.0459111;0.0;0.132431;0.0;8.20167E-5;
0.0016060842599486813;2085.82115100554;4.6005061;6.256153995372116;15.350666971387843;7.984973319043679;5.197095609850863;17.02322259477632;17.165311405137356;5.027570070595839;19.743492693345445;11.703329225422994;WebServer;server7;server5;server7;server5;server9;server5;server8;server5;server6;0.0;0.0;0.0;0.0;0.110955;4.13234E-5;0.237262;0.0141761;0.011194;
0.0015523723486090546;1336.7665737724233;2.5313220999999997;5.639273163537054;15.03491519605264;11.080022854443762;15.788010722415576;15.240008858432985;9.303954378325237;9.401092702485297;14.160434127665232;13.96032426244823;WebServer;server4;server5;server5;server7;server5;server4;server9;server4;server2;0.0;4.71887E-5;0.0;0.11311;0.0868891;0.0;0.0110212;0.0;0.0200548;
0.0016972924625030528;1704.3628317701737;3.9533346000000003;8.452808807720832;10.582648995295795;12.438382979105068;5.073429685909875;11.438446782434877;9.789279906612283;11.471259166692288;13.951092495886781;19.116939423662988;WebServer2;server3;server1;server6;server8;server3;server6;server9;server4;server4;0.0532227;0.0;0.0370566;0.0427059;0.0;0.190297;0.0;0.00742588;0.0146438;
